3.0,1.0,4.0,1.0,0.0,3.0,1.0,3.0
2.0,0.0,3.0,1.0,3.0,2.0,0.0,3.37
1.0,1.0,3.0,0.0,3.0,1.0,1.0,3.82
0.0,0.0,5.0,0.0,3.0,2.0,0.0,2.0
1.0,1.0,5.0,0.0,0.0,1.0,1.0,3.43
0.0,0.0,5.0,1.0,2.0,0.0,1.0,2.4
1.0,0.0,3.0,0.0,2.0,2.0,0.0,3.5
1.0,0.0,2.0,0.0,2.0,4.0,0.0,3.0
0.0,0.0,3.0,1.0,3.0,2.0,1.0,2.8
2.0,0.0,3.0,0.0,3.0,1.0,0.0,3.6
0.0,0.0,5.0,0.0,4.0,2.0,0.0,2.2
0.0,0.0,3.0,0.0,4.0,4.0,0.0,3.1
2.0,1.0,4.0,0.0,0.0,4.0,0.0,3.5
2.0,0.0,4.0,0.0,2.0,2.0,0.0,3.5
0.0,0.0,5.0,0.0,3.0,3.0,0.0,3.0
0.0,0.0,5.0,0.0,4.0,1.0,0.0,3.4
1.0,0.0,4.0,1.0,0.0,2.0,0.0,3.2
1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.3
1.0,0.0,2.0,1.0,3.0,3.0,0.0,3.2
2.0,0.0,4.0,1.0,4.0,1.0,0.0,2.7
1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0
2.0,0.0,3.0,1.0,0.0,1.0,1.0,3.4
1.0,0.0,3.0,0.0,2.0,1.0,1.0,3.6
2.0,0.0,5.0,1.0,3.0,2.0,1.0,2.95
4.0,0.0,5.0,1.0,3.0,2.0,1.0,2.95
0.0,0.0,2.0,0.0,3.0,3.0,0.0,3.3
2.0,0.0,4.0,1.0,0.0,0.0,1.0,3.5
2.0,0.0,4.0,0.0,0.0,2.0,0.0,3.1
0.0,0.0,3.0,0.0,2.0,1.0,1.0,3.9
3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.3
3.0,1.0,5.0,1.0,2.0,1.0,0.0,3.67
0.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0
0.0,0.0,5.0,1.0,4.0,4.0,0.0,4.0
3.0,0.0,5.0,1.0,2.0,0.0,0.0,2.3
2.0,0.0,3.0,1.0,2.0,4.0,1.0,3.0
1.0,0.0,5.0,1.0,0.0,1.0,1.0,3.22
0.0,1.0,4.0,0.0,2.0,1.0,0.0,3.0
0.0,1.0,3.0,0.0,2.0,1.0,1.0,3.5
3.0,1.0,4.0,0.0,0.0,2.0,0.0,3.37
2.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0
0.0,0.0,2.0,0.0,3.0,2.0,0.0,3.5
1.0,0.0,5.0,0.0,1.0,0.0,0.0,3.0
3.0,1.0,5.0,0.0,2.0,0.0,0.0,3.4
0.0,0.0,5.0,0.0,0.0,1.0,0.0,3.95
0.0,1.0,3.0,0.0,3.0,1.0,0.0,2.9
0.0,0.0,5.0,0.0,1.0,1.0,0.0,3.3
1.0,1.0,5.0,0.0,0.0,2.0,0.0,3.5
1.0,1.0,3.0,0.0,3.0,1.0,1.0,3.0
0.0,1.0,5.0,0.0,0.0,4.0,1.0,3.3
0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.5
2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.8
2.0,1.0,3.0,0.0,0.0,2.0,0.0,3.4
